RideID,PickupDateTime,DropoffDateTime,PickupZone,PickupLatitude,PickupLongitude,DropoffZone,DropoffLatitude,DropoffLongitude,DistanceKM,FareAmount,SurgeMultiplier,RideStatus,WaitingTimeMinutes,EstimatedTripDurationMinutes,ActualTripDurationMinutes,DriverID,CustomerID,CancellationReason,DriverRating,CustomerRating
R19727,2024-02-26 16:34:15.518740,2024-02-26 17:07:15.518740,Gachibowli,17.431707018851665,78.34058146718705,Banjara Hills,17.412491979631014,78.45163949615271,11.97,243.14,1.0,Completed,3,28,33,D5,C10,,3,3
R19728,2024-03-29 06:37:26.677052,2024-03-29 07:08:26.677052,Banjara Hills,17.411815098023204,78.45118122026624,Gachibowli,17.430546620859904,78.34936358263322,11.0,228.5,1.5,Completed,8,36,31,D1,C5,,4,5
R19729,2024-01-13 10:32:20.233701,2024-01-13 11:01:20.233701,Banjara Hills,17.41850895479539,78.45839844629435,Gachibowli,17.432976311862326,78.34147012736014,12.51,243.62,1.2,Cancelled by Customer,2,28,29,D10,C17,,3,4
R19730,2024-03-30 11:21:27.208971,2024-03-30 11:39:27.208971,Gachibowli,17.44287668537185,78.3464603810366,Banjara Hills,17.41630871703141,78.4525332223862,11.63,216.56,1.2,Completed,10,20,18,D4,C18,,4,3
R19731,2024-06-29 05:42:53.030261,2024-06-29 05:55:53.030261,Hitec City,17.457347823806753,78.37569266164671,Banjara Hills,17.41493472534052,78.45001053840839,9.19,179.78,1.0,Completed,10,15,13,D5,C16,,3,5
R19732,2024-06-19 22:08:27.834484,2024-06-19 22:22:27.834484,Hitec City,17.445429403673508,78.37609974444712,Banjara Hills,17.41963469434353,78.44774898113525,8.12,168.44,1.2,Cancelled by Customer,4,16,14,D4,C13,,5,3
R19733,2024-01-29 02:01:13.712303,2024-01-29 02:37:13.712303,Hitec City,17.44611361718485,78.38127764139395,Gachibowli,17.43774670749971,78.33922412378988,4.56,158.72,1.2,Completed,6,33,36,D6,C17,,5,3
R19734,2024-03-03 16:44:50.656368,2024-03-03 16:52:50.656368,Hitec City,17.43824476913239,78.37842894347979,Hitec City,17.45379062300744,78.38026735377726,1.74,82.88,1.5,Completed,4,8,8,D9,C17,,4,3
R19735,2024-05-03 00:21:22.524643,2024-05-03 00:30:22.524643,Banjara Hills,17.422734337744828,78.43889255706917,Banjara Hills,17.415410828838677,78.45596940400418,1.99,87.38,1.2,Cancelled by Customer,6,4,9,D8,C11,,5,4
R19736,2024-03-12 01:11:57.705775,2024-03-12 01:42:57.705775,Gachibowli,17.442186893864907,78.35080866431085,Hitec City,17.43826836267219,78.38067599241438,3.2,134.9,1.0,Cancelled by Customer,5,32,31,D8,C20,,4,3
R19737,2024-01-24 20:12:25.521046,2024-01-24 20:47:25.521046,Gachibowli,17.43207500846191,78.3414830700937,Gachibowli,17.431852554660615,78.34383490550967,0.25,105.5,1.0,Completed,8,37,35,D4,C3,,3,4
R19738,2024-06-29 19:56:11.655221,2024-06-29 20:03:11.655221,Hitec City,17.4385255882792,78.38627343479446,Gachibowli,17.43664678017487,78.34515869598602,4.37,112.94,1.5,Completed,9,3,7,D1,C18,,3,4
R19739,2024-02-17 17:19:12.165340,2024-02-17 17:26:12.165340,Gachibowli,17.441295893046743,78.35045819300903,Banjara Hills,17.411534466421436,78.44100380578395,10.16,182.42,1.5,Completed,5,7,7,D10,C2,,3,5
R19740,2024-06-25 02:31:03.045961,2024-06-25 03:08:03.045961,Hitec City,17.44227410212118,78.36860174210753,Banjara Hills,17.42333904634543,78.45775711095543,9.69,221.78,1.2,Cancelled by Customer,9,41,37,D3,C14,,4,5
R19741,2024-02-24 02:14:21.367937,2024-02-24 02:44:21.367937,Banjara Hills,17.41289792293704,78.44288315125588,Gachibowli,17.43566282237849,78.35495149912599,9.67,211.04,1.5,Completed,2,35,30,D10,C2,,5,4
R19742,2024-02-11 11:12:08.066872,2024-02-11 11:31:08.066872,Hitec City,17.45395227071809,78.37704662635069,Gachibowli,17.431385562150183,78.35442912894194,3.47,120.14,1.5,Completed,2,15,19,D5,C2,,3,5
R19743,2024-01-27 05:37:36.305138,2024-01-27 05:44:36.305138,Gachibowli,17.44480083132217,78.3579697565189,Banjara Hills,17.414908340328882,78.4584623758871,11.17,194.54,1.2,Completed,4,10,7,D6,C11,,4,4
R19744,2024-03-11 05:01:21.877194,2024-03-11 05:12:21.877194,Banjara Hills,17.4202187579456,78.44237041442102,Gachibowli,17.441058307022015,78.3460392871922,10.48,192.26,1.0,Cancelled by Customer,1,7,11,D9,C1,,3,3
R19745,2024-05-17 20:55:06.601634,2024-05-17 21:09:06.601634,Hitec City,17.45401855229449,78.38198528527016,Hitec City,17.438569428928794,78.37887200081585,1.75,92.0,1.5,Completed,9,12,14,D10,C11,,5,4
R19746,2024-05-24 07:00:34.464791,2024-05-24 07:08:34.464791,Hitec City,17.457024928363516,78.36759805368501,Banjara Hills,17.419495888032877,78.4443337047738,9.15,171.8,1.0,Completed,2,12,8,D10,C2,,5,5
R19747,2024-01-31 16:02:14.320234,2024-01-31 16:30:14.320234,Hitec City,17.448802103956915,78.36877735704611,Gachibowli,17.43234145811156,78.35877636055285,2.12,117.44,1.0,Completed,9,25,28,D4,C4,,4,3
R19748,2024-06-29 13:25:25.966338,2024-06-29 13:42:25.966338,Banjara Hills,17.410757056026068,78.457450417135,Gachibowli,17.433520619799502,78.34442807242506,12.26,222.62,1.0,Completed,10,22,17,D2,C16,,3,4
R19749,2024-05-09 17:21:09.807708,2024-05-09 17:27:09.807708,Banjara Hills,17.421918823617798,78.44195777151003,Hitec City,17.441381807173283,78.37147507430413,7.78,152.36,1.5,Completed,1,5,6,D5,C15,,5,4
R19750,2024-04-15 04:22:59.409537,2024-04-15 04:58:59.409537,Gachibowli,17.446327675345817,78.34841512830792,Gachibowli,17.444912773020164,78.34680695473786,0.23,106.76,1.2,Cancelled by Customer,10,33,36,D8,C15,,3,5
R19751,2024-05-23 05:53:03.754448,2024-05-23 06:21:03.754448,Banjara Hills,17.42419308780206,78.44989009260713,Banjara Hills,17.421773515093932,78.45476257991616,0.58,98.96,1.0,Cancelled by Customer,6,23,28,D7,C19,,3,5
R19752,2024-05-08 15:37:17.598526,2024-05-08 16:06:17.598526,Banjara Hills,17.41147133413571,78.44409312519105,Banjara Hills,17.414387863529992,78.45197918513533,0.9,104.3,1.5,Completed,10,24,29,D4,C3,,4,4
R19753,2024-02-08 20:53:18.487141,2024-02-08 21:11:18.487141,Hitec City,17.45316855047368,78.38101260028634,Gachibowli,17.431290131030554,78.34231283159211,4.77,134.24,1.2,Completed,9,17,18,D10,C19,,3,5
R19754,2024-01-04 20:12:58.130115,2024-01-04 20:41:58.130115,Gachibowli,17.443978288627697,78.33905455645149,Hitec City,17.441442489288413,78.37056012190592,3.35,133.7,1.0,Cancelled by Customer,8,28,29,D1,C11,,4,4
R19755,2024-02-09 18:26:06.642053,2024-02-09 18:49:06.642053,Hitec City,17.45027415136758,78.37564254008944,Banjara Hills,17.422110439127113,78.44161076257363,7.67,176.54,1.5,Completed,2,24,23,D9,C1,,4,4
R19756,2024-06-14 21:08:49.152183,2024-06-14 21:45:49.152183,Banjara Hills,17.425340330498393,78.4431284626529,Banjara Hills,17.422475899385063,78.444019387476,0.33,109.46,1.5,Completed,3,38,37,D4,C17,,3,4
R19757,2024-02-07 17:27:46.875309,2024-02-07 17:42:46.875309,Gachibowli,17.431815243059393,78.34668941875951,Hitec City,17.45172268996616,78.38498122359432,4.63,128.06,1.2,Cancelled by Customer,2,11,15,D3,C19,,5,4
R19758,2024-04-04 02:31:10.107209,2024-04-04 03:11:10.107209,Hitec City,17.442573162907212,78.38097055895489,Banjara Hills,17.410854342744027,78.4538280664533,8.5,212.0,1.5,Cancelled by Customer,7,38,40,D10,C11,,3,4
R19759,2024-04-25 07:47:26.847059,2024-04-25 08:11:26.847059,Gachibowli,17.443860998201625,78.34239458183535,Banjara Hills,17.4085316631781,78.45556436180381,12.63,237.56,1.0,Completed,8,22,24,D5,C5,,4,3
R19760,2024-05-06 09:49:18.936410,2024-05-06 10:12:18.936410,Gachibowli,17.447460905582837,78.34333617456143,Gachibowli,17.44039146503925,78.34243027985318,0.79,93.98,1.0,Completed,5,28,23,D1,C6,,3,4
R19761,2024-06-01 12:22:18.539246,2024-06-01 12:38:18.539246,Banjara Hills,17.420275303675577,78.4574348651198,Gachibowli,17.43457454598957,78.35447410849686,11.04,206.48,1.5,Completed,9,13,16,D8,C13,,4,3
R19762,2024-05-01 22:09:01.376741,2024-05-01 22:19:01.376741,Gachibowli,17.4348298727024,78.34943170201151,Banjara Hills,17.411978982432945,78.45690313123843,11.68,205.16,1.5,Completed,5,5,10,D4,C15,,3,4
R19763,2024-06-12 16:57:49.766309,2024-06-12 17:09:49.766309,Hitec City,17.44155886298687,78.37771964774576,Hitec City,17.454276481732382,78.36736334425117,1.79,89.48,1.2,Completed,1,17,12,D5,C18,,3,3
R19764,2024-06-29 22:34:05.258545,2024-06-29 23:06:05.258545,Hitec City,17.452015439524118,78.36761540921701,Hitec City,17.452949802531496,78.368287054061,0.13,99.56,1.0,Cancelled by Customer,7,34,32,D4,C15,,3,5
R19765,2024-01-09 04:35:10.858543,2024-01-09 05:06:10.858543,Banjara Hills,17.424436128994564,78.45396761489675,Hitec City,17.452006259604573,78.38470983285139,7.96,192.02,1.5,Completed,2,34,31,D4,C13,,4,3
R19766,2024-05-07 23:18:56.654144,2024-05-07 23:58:56.654144,Hitec City,17.452272258533906,78.37042674668447,Gachibowli,17.449234951277855,78.35528586028215,1.64,129.68,1.5,Cancelled by Customer,2,37,40,D10,C10,,5,5
R19767,2024-04-13 06:03:16.588691,2024-04-13 06:10:16.588691,Banjara Hills,17.411427205366635,78.44309174103485,Gachibowli,17.44264175630342,78.34856477512834,10.61,187.82,1.5,Completed,5,2,7,D7,C19,,5,4
R19768,2024-04-06 06:32:44.614412,2024-04-06 06:46:44.614412,Hitec City,17.439892651697615,78.37389742795988,Gachibowli,17.439451980830942,78.35018107288687,2.52,101.24,1.0,Completed,9,10,14,D4,C9,,4,4
R19769,2024-05-01 04:31:11.189494,2024-05-01 05:03:11.189494,Banjara Hills,17.41298499904281,78.44413255903847,Hitec City,17.44082447811317,78.38202463412023,7.28,185.36,1.2,Cancelled by Customer,7,29,32,D10,C2,,3,5
R19770,2024-02-21 09:47:07.657865,2024-02-21 10:22:07.657865,Gachibowli,17.435614541818275,78.35737084395882,Banjara Hills,17.4231747404125,78.4567952990747,10.64,230.18,1.2,Cancelled by Customer,9,33,35,D2,C1,,5,4
R19771,2024-05-20 06:12:19.563730,2024-05-20 06:35:19.563730,Gachibowli,17.43251231261674,78.34123911957714,Hitec City,17.448872999561836,78.3744053281497,3.96,132.02,1.2,Cancelled by Customer,7,26,23,D5,C18,,4,4
R19772,2024-02-04 22:11:03.549482,2024-02-04 22:21:03.549482,Banjara Hills,17.409461076866926,78.45431873153218,Gachibowli,17.445631358290452,78.35350576164866,11.43,202.16,1.5,Completed,7,15,10,D8,C18,,3,4
R19773,2024-04-27 09:21:20.330476,2024-04-27 10:00:20.330476,Banjara Hills,17.407021558752845,78.45518095207346,Gachibowli,17.444819067221097,78.3536085067152,11.57,247.34,1.5,Completed,3,36,39,D10,C6,,3,3
R19774,2024-04-13 07:21:42.581153,2024-04-13 07:30:42.581153,Hitec City,17.447669974612484,78.38413145854875,Banjara Hills,17.413681138972205,78.44602797035947,7.58,154.46,1.2,Cancelled by Customer,4,7,9,D3,C20,,4,4
R19775,2024-06-13 19:46:16.481440,2024-06-13 20:11:16.481440,Gachibowli,17.442625850662218,78.35081959320085,Banjara Hills,17.42618846210462,78.45830636953917,11.55,226.1,1.0,Completed,10,28,25,D1,C7,,3,4
R19776,2024-03-04 03:23:49.135656,2024-03-04 03:36:49.135656,Banjara Hills,17.415645057005236,78.4573047527706,Gachibowli,17.440816827475924,78.34628680668445,12.11,214.82,1.5,Completed,9,9,13,D9,C7,,4,3
R19777,2024-04-30 10:42:02.164832,2024-04-30 10:50:02.164832,Banjara Hills,17.425389976667017,78.4454820010724,Hitec City,17.4485347022311,78.37336715363872,8.07,158.84,1.2,Cancelled by Customer,6,11,8,D3,C13,,5,5
R19778,2024-04-05 09:32:57.304927,2024-04-05 09:54:57.304927,Gachibowli,17.44427607814366,78.3395833391107,Banjara Hills,17.416680665666107,78.44212530699046,11.3,218.6,1.5,Cancelled by Customer,5,21,22,D5,C17,,5,4
R19779,2024-04-12 07:46:40.587148,2024-04-12 08:06:40.587148,Gachibowli,17.4339622158568,78.34447882704039,Gachibowli,17.450186332482748,78.34852921464487,1.85,102.2,1.2,Completed,10,23,20,D9,C19,,4,3
R19780,2024-03-14 15:45:21.162561,2024-03-14 16:22:21.162561,Gachibowli,17.450059142319144,78.3398504995016,Banjara Hills,17.423164966711823,78.44166445395713,11.21,240.02,1.5,Cancelled by Customer,8,37,37,D9,C8,,3,5
R19781,2024-03-24 16:19:24.509105,2024-03-24 16:29:24.509105,Hitec City,17.456709805847286,78.37129501098086,Gachibowli,17.439373154457847,78.35276773077766,2.75,98.0,1.0,Cancelled by Customer,3,11,10,D3,C20,,5,4
R19782,2024-02-05 20:02:10.476466,2024-02-05 20:10:10.476466,Banjara Hills,17.419116496329508,78.45561277516444,Banjara Hills,17.426059489169425,78.44929167437282,1.02,74.24,1.2,Cancelled by Customer,5,7,8,D5,C18,,3,4
R19783,2024-01-10 23:36:28.188276,2024-01-10 23:56:28.188276,Banjara Hills,17.42189219652903,78.43850804209777,Hitec City,17.438056353405067,78.3790785383008,6.56,158.72,1.2,Completed,9,22,20,D8,C14,,3,4
R19784,2024-04-22 04:29:19.537720,2024-04-22 04:49:19.537720,Gachibowli,17.445801968048197,78.35789832673996,Banjara Hills,17.408036672744707,78.45643037260717,11.27,215.24,1.5,Completed,2,19,20,D3,C8,,4,4
R19785,2024-03-07 07:34:04.747860,2024-03-07 08:06:04.747860,Hitec City,17.447968185582337,78.37041368986425,Banjara Hills,17.40896488199022,78.444271117433,8.96,205.52,1.2,Cancelled by Customer,7,36,32,D1,C2,,4,4
R19786,2024-04-18 02:34:19.095198,2024-04-18 02:46:19.095198,Hitec City,17.439948252955357,78.36976464355865,Banjara Hills,17.407712149749383,78.44386977343392,8.64,171.68,1.5,Completed,3,11,12,D9,C8,,5,4
R19787,2024-03-04 02:50:26.233575,2024-03-04 03:30:26.233575,Gachibowli,17.442715226428877,78.3497460471079,Banjara Hills,17.4212765894865,78.45556992792514,11.48,247.76,1.5,Completed,6,39,40,D6,C2,,3,3
R19788,2024-02-09 12:22:20.272324,2024-02-09 12:48:20.272324,Hitec City,17.446786941820545,78.38549389808304,Gachibowli,17.445366896677772,78.35450898717447,3.29,128.48,1.5,Cancelled by Customer,2,22,26,D10,C8,,5,5
R19789,2024-02-17 10:50:06.782642,2024-02-17 11:05:06.782642,Hitec City,17.452257918104532,78.38556117947573,Banjara Hills,17.41173505538185,78.44134850168989,7.44,161.78,1.2,Cancelled by Customer,6,20,15,D10,C10,,3,5
R19790,2024-01-30 11:14:14.306019,2024-01-30 11:47:14.306019,Banjara Hills,17.422222522569136,78.44437315745434,Gachibowli,17.44670154458357,78.35825463918229,9.53,213.86,1.2,Completed,1,36,33,D9,C14,,3,3
R19791,2024-06-20 22:06:48.975433,2024-06-20 22:35:48.975433,Gachibowli,17.441726778230027,78.34146205642475,Hitec City,17.448178648153387,78.37836486499161,3.98,141.26,1.0,Completed,5,31,29,D6,C19,,4,4
R19792,2024-01-11 13:31:12.323062,2024-01-11 13:57:12.323062,Gachibowli,17.444890831036034,78.34692951150988,Banjara Hills,17.406430460428354,78.4417369701377,10.93,220.16,1.0,Completed,4,29,26,D5,C10,,5,3
R19793,2024-06-11 01:57:49.893566,2024-06-11 02:19:49.893566,Banjara Hills,17.41035903194017,78.44112893164542,Gachibowli,17.430397414970592,78.33919469492272,11.04,215.48,1.0,Cancelled by Customer,7,20,22,D9,C6,,3,5
R19794,2024-01-18 19:44:44.483612,2024-01-18 20:10:44.483612,Hitec City,17.440918383407364,78.36711540405713,Gachibowli,17.43931812912787,78.35889072503294,0.89,99.68,1.2,Cancelled by Customer,10,24,26,D5,C12,,5,4
R19795,2024-06-13 20:26:08.398396,2024-06-13 20:43:08.398396,Gachibowli,17.43387169357514,78.34187433511947,Hitec City,17.44511390122977,78.37789430021317,4.02,123.74,1.2,Cancelled by Customer,2,18,17,D6,C9,,4,4
R19796,2024-01-03 15:57:58.401214,2024-01-03 16:07:58.401214,Banjara Hills,17.407691838126006,78.44317567120537,Gachibowli,17.44125201397958,78.35442981024278,10.13,186.56,1.2,Completed,2,10,10,D3,C17,,4,4
R19797,2024-02-22 02:17:46.483413,2024-02-22 02:40:46.483413,Banjara Hills,17.412046930730295,78.44763337944353,Hitec City,17.439465118786586,78.37564442292384,8.22,183.14,1.2,Completed,4,18,23,D4,C8,,4,3
R19798,2024-02-19 10:36:03.014304,2024-02-19 11:06:03.014304,Hitec City,17.445429866121238,78.37996126914774,Banjara Hills,17.41375180544241,78.44458131216058,7.71,187.52,1.5,Cancelled by Customer,7,28,30,D10,C16,,4,5
R19799,2024-02-12 01:32:27.383402,2024-02-12 02:11:27.383402,Gachibowli,17.436229753494512,78.34507175873532,Banjara Hills,17.418968097174897,78.45224895123755,11.53,246.86,1.2,Cancelled by Customer,10,35,39,D3,C15,,4,4
R19800,2024-06-08 16:46:00.540842,2024-06-08 17:06:00.540842,Gachibowli,17.438799406986693,78.34794187836243,Hitec City,17.4508118554634,78.3800986143224,3.66,123.92,1.0,Completed,9,20,20,D9,C10,,5,4
R19801,2024-05-24 23:44:53.709711,2024-05-25 00:12:53.709711,Banjara Hills,17.426062365836014,78.44978199155257,Banjara Hills,17.413270399628075,78.44927796907568,1.42,109.04,1.2,Cancelled by Customer,8,31,28,D6,C20,,5,4
R19802,2024-03-30 04:07:55.390078,2024-03-30 04:43:55.390078,Banjara Hills,17.412410911420046,78.45696097038844,Banjara Hills,17.423682288601043,78.45816294438036,1.26,119.12,1.0,Completed,7,33,36,D4,C16,,5,3
R19803,2024-03-12 09:08:25.863477,2024-03-12 09:48:25.863477,Banjara Hills,17.41899986004309,78.445938942218,Banjara Hills,17.425365355112795,78.45525627009503,1.22,124.64,1.5,Completed,9,43,40,D9,C9,,3,4
R19804,2024-04-22 19:09:32.648633,2024-04-22 19:15:32.648633,Banjara Hills,17.416712023107625,78.45770205195114,Gachibowli,17.437363453405972,78.34236675120147,12.45,208.4,1.0,Completed,8,2,6,D10,C20,,4,3
R19805,2024-05-18 13:34:37.787797,2024-05-18 13:44:37.787797,Gachibowli,17.44163131286639,78.34665452405221,Gachibowli,17.440132407485326,78.34910386185582,0.31,68.72,1.0,Completed,3,15,10,D9,C7,,3,3
R19806,2024-03-12 18:59:56.123303,2024-03-12 19:09:56.123303,Gachibowli,17.44381233554396,78.34608119063208,Gachibowli,17.4457056369925,78.34823326991484,0.31,68.72,1.0,Cancelled by Customer,8,9,10,D4,C10,,4,5
R19807,2024-06-01 22:47:45.349442,2024-06-01 22:57:45.349442,Banjara Hills,17.42465229311511,78.4406499114694,Gachibowli,17.432176343966397,78.35423527400404,9.21,175.52,1.2,Completed,5,15,10,D4,C10,,3,3
R19808,2024-03-06 01:50:13.305365,2024-03-06 01:55:13.305365,Gachibowli,17.434290778676104,78.35311361229867,Banjara Hills,17.407131100237493,78.4582434658998,11.56,196.22,1.0,Completed,8,3,5,D9,C9,,3,3
R19809,2024-01-06 16:38:12.598726,2024-01-06 17:00:12.598726,Banjara Hills,17.417503368207008,78.44727240531992,Hitec City,17.447294463627248,78.38443898437197,7.44,172.28,1.5,Cancelled by Customer,9,23,22,D6,C12,,5,3
R19810,2024-03-07 15:50:30.642489,2024-03-07 16:16:30.642489,Banjara Hills,17.418033164877688,78.44535391002907,Hitec City,17.44008112125405,78.37343583345778,8.01,185.12,1.5,Cancelled by Customer,9,29,26,D4,C7,,4,3
R19811,2024-06-11 04:43:04.988371,2024-06-11 04:50:04.988371,Gachibowli,17.445860437635062,78.33916195587139,Gachibowli,17.44857687219114,78.34346726183787,0.55,67.1,1.2,Completed,9,12,7,D10,C5,,4,4
R19812,2024-05-06 08:32:26.509156,2024-05-06 08:46:26.509156,Gachibowli,17.436244736185902,78.34501079872697,Hitec City,17.455047370603967,78.37726143848148,4.01,119.12,1.5,Cancelled by Customer,10,15,14,D6,C11,,5,4
R19813,2024-02-01 14:29:46.795230,2024-02-01 14:37:46.795230,Gachibowli,17.443830045791422,78.35451254514419,Hitec City,17.45670852492119,78.38428237429929,3.47,103.64,1.0,Completed,3,6,8,D4,C19,,4,3
R19814,2024-02-22 22:22:39.496809,2024-02-22 22:57:39.496809,Gachibowli,17.449440700492545,78.3460791689617,Hitec City,17.44663873400934,78.38343979603647,3.98,150.26,1.2,Cancelled by Customer,8,38,35,D2,C18,,3,5
R19815,2024-04-29 03:22:10.876538,2024-04-29 03:30:10.876538,Gachibowli,17.432835157246,78.34549655882002,Gachibowli,17.443117077324928,78.35267891826227,1.37,78.44,1.5,Cancelled by Customer,7,4,8,D8,C1,,5,3
R19816,2024-02-25 13:36:40.725032,2024-02-25 13:59:40.725032,Banjara Hills,17.42582785278694,78.44344026205272,Banjara Hills,17.410785661557814,78.44968883025575,1.8,106.1,1.5,Cancelled by Customer,5,22,23,D10,C1,,4,4
R19817,2024-06-11 20:53:38.457185,2024-06-11 21:17:38.457185,Gachibowli,17.44259552176681,78.34362854203474,Gachibowli,17.442462309903497,78.34933384814947,0.61,93.32,1.0,Completed,9,20,24,D9,C13,,5,5
R19818,2024-05-20 00:07:10.611086,2024-05-20 00:35:10.611086,Hitec City,17.444361349975786,78.37026267191212,Banjara Hills,17.42027871171274,78.4537771788807,9.26,203.12,1.5,Completed,6,25,28,D7,C14,,5,5
R19819,2024-05-20 16:40:32.153575,2024-05-20 16:59:32.153575,Hitec City,17.455515198840065,78.37858827432491,Banjara Hills,17.421456335744217,78.45719715314702,9.16,188.42,1.0,Completed,10,23,19,D9,C12,,5,5
R19820,2024-01-06 03:28:20.019706,2024-01-06 03:47:20.019706,Banjara Hills,17.419442526763856,78.45304419173684,Hitec City,17.446611114577006,78.36921694836667,9.39,191.18,1.2,Completed,6,23,19,D8,C6,,4,3
R19821,2024-03-31 20:14:23.533613,2024-03-31 20:47:23.533613,Gachibowli,17.443740844967127,78.34945777448053,Gachibowli,17.43074646270308,78.34847574420097,1.45,116.9,1.5,Cancelled by Customer,10,29,33,D3,C16,,5,5
R19822,2024-03-08 03:19:31.839024,2024-03-08 03:37:31.839024,Banjara Hills,17.412858574849366,78.44346903087735,Hitec City,17.44827753136277,78.38397485949307,7.44,166.28,1.0,Cancelled by Customer,9,14,18,D2,C4,,3,3
R19823,2024-03-10 12:09:01.631318,2024-03-10 12:18:01.631318,Banjara Hills,17.41126345457925,78.44883375613828,Gachibowli,17.439069264546607,78.35617289154733,10.31,187.22,1.0,Completed,7,4,9,D2,C16,,3,5
R19824,2024-04-30 07:57:35.608470,2024-04-30 08:02:35.608470,Hitec City,17.44241656396804,78.37108768306348,Banjara Hills,17.41687272581534,78.44867142946607,8.71,162.02,1.2,Completed,7,3,5,D5,C18,,4,5
R19825,2024-03-10 08:08:55.667245,2024-03-10 08:22:55.667245,Hitec City,17.445772302678748,78.38241361906542,Hitec City,17.452231907441853,78.36740332588836,1.75,92.0,1.2,Cancelled by Customer,6,16,14,D7,C15,,4,4
R19826,2024-06-25 03:20:12.506224,2024-06-25 03:46:12.506224,Gachibowli,17.448049729810332,78.34217987495927,Gachibowli,17.441991005904917,78.3522958330788,1.27,104.24,1.2,Cancelled by Customer,3,27,26,D6,C15,,3,5
R19827,2024-06-07 14:38:30.800970,2024-06-07 15:04:30.800970,Gachibowli,17.436985195928052,78.34535674896453,Hitec City,17.446104197172758,78.37475886304443,3.28,128.36,1.5,Cancelled by Customer,2,22,26,D1,C5,,4,3
R19828,2024-04-03 03:36:21.403952,2024-04-03 03:55:21.403952,Hitec City,17.45097545629096,78.37215361954601,Banjara Hills,17.4229078302346,78.43960518685098,7.81,172.22,1.5,Completed,8,15,19,D2,C8,,4,3
R19829,2024-02-03 02:20:36.227827,2024-02-03 02:42:36.227827,Gachibowli,17.442578617942335,78.35491396392337,Hitec City,17.446333593782466,78.37914589381346,2.6,114.2,1.2,Completed,4,17,22,D3,C3,,4,5
R19830,2024-02-14 15:24:52.090131,2024-02-14 16:04:52.090131,Hitec City,17.44967987862213,78.36831613290884,Hitec City,17.45616573972623,78.3759047238708,1.08,122.96,1.0,Cancelled by Customer,5,44,40,D4,C4,,4,5
R19831,2024-02-01 10:04:28.887626,2024-02-01 10:27:28.887626,Banjara Hills,17.413756022195802,78.44240089555537,Banjara Hills,17.425405278255706,78.44933774734399,1.49,102.38,1.0,Completed,6,24,23,D7,C3,,5,3
R19832,2024-03-28 16:13:02.036756,2024-03-28 16:20:02.036756,Banjara Hills,17.406967929126605,78.45513871347313,Hitec City,17.452395578070668,78.38200974634259,9.26,171.62,1.0,Completed,3,12,7,D9,C15,,5,5
R19833,2024-01-21 01:25:59.334008,2024-01-21 01:44:59.334008,Banjara Hills,17.423929828686987,78.45828244306523,Hitec City,17.44108208740619,78.36680258434134,9.89,197.18,1.2,Completed,4,15,19,D5,C12,,3,3
R19834,2024-03-07 06:54:08.546656,2024-03-07 07:20:08.546656,Banjara Hills,17.415869818693785,78.44723002445637,Gachibowli,17.433437019301465,78.35489150871723,9.99,208.88,1.5,Cancelled by Customer,3,22,26,D5,C10,,4,3
R19835,2024-03-30 22:45:30.950817,2024-03-30 23:01:30.950817,Hitec City,17.44240371545689,78.37858022338314,Gachibowli,17.433681813662265,78.3529532026187,2.89,108.68,1.5,Completed,7,20,16,D10,C16,,5,4
R19836,2024-04-05 20:08:54.758576,2024-04-05 20:29:54.758576,Banjara Hills,17.41334679072759,78.45772309631523,Gachibowli,17.45018923827759,78.3405491292914,13.09,238.58,1.0,Completed,3,22,21,D2,C19,,5,5
R19837,2024-05-29 06:00:45.709578,2024-05-29 06:15:45.709578,Hitec City,17.437654338699655,78.37634714391052,Gachibowli,17.44583002425764,78.34169881408138,3.79,117.98,1.2,Completed,5,20,15,D5,C7,,3,4
R19838,2024-06-30 11:48:09.679830,2024-06-30 11:54:09.679830,Gachibowli,17.446700969230942,78.34250225803751,Hitec City,17.455448155034404,78.37808488296463,3.9,105.8,1.2,Completed,3,8,6,D5,C20,,3,5
R19839,2024-06-24 05:46:52.812751,2024-06-24 05:55:52.812751,Hitec City,17.438771753503925,78.37963150733917,Banjara Hills,17.41150105366184,78.44368116032452,7.44,152.78,1.2,Cancelled by Customer,5,5,9,D6,C12,,4,4
R19840,2024-06-28 07:56:42.678345,2024-06-28 08:17:42.678345,Banjara Hills,17.41060974968749,78.44724793405103,Hitec City,17.440886635013555,78.36692679142341,9.16,191.42,1.2,Cancelled by Customer,8,23,21,D2,C1,,4,4
R19841,2024-05-11 22:39:28.152773,2024-05-11 23:14:28.152773,Banjara Hills,17.423151218569853,78.4402095386331,Gachibowli,17.43219815825586,78.34504793291134,10.15,224.3,1.5,Completed,8,34,35,D2,C2,,4,5
R19842,2024-05-20 05:51:49.848869,2024-05-20 06:03:49.848869,Gachibowli,17.448936646383643,78.35813653396276,Hitec City,17.45415566334148,78.38259107723157,2.66,99.92,1.2,Cancelled by Customer,7,14,12,D8,C12,,4,4
R19843,2024-05-23 23:45:54.819297,2024-05-23 23:54:54.819297,Banjara Hills,17.414182527006652,78.44242354908639,Gachibowli,17.44125275919693,78.34340552625692,10.93,194.66,1.5,Completed,7,4,9,D8,C8,,3,5
